iter	Logloss
251	0.2788642985
252	0.2785736175
253	0.2782852922
254	0.2779542731
255	0.2776211632
256	0.2773243869
257	0.2770638115
258	0.2767281067
259	0.2763928489
260	0.2760655358
261	0.2758440859
262	0.2755714092
263	0.275128603
264	0.2748416179
265	0.2745448926
266	0.2742171794
267	0.2740006079
268	0.2736851419
269	0.2733797209
270	0.2730894266
271	0.2728192456
272	0.2725701578
273	0.2722834431
274	0.2719889399
275	0.2716898211
276	0.2713799811
277	0.2711194929
278	0.2708825681
279	0.2706322572
280	0.2703832076
281	0.2701256651
282	0.2698780136
283	0.2691729537
284	0.2688722909
285	0.268616621
286	0.2683959322
287	0.2681128434
288	0.2678523948
289	0.2675679832
290	0.2672891178
291	0.2669932307
292	0.26679151
293	0.2664876957
294	0.2662203787
295	0.2660106527
296	0.2658259871
297	0.265562001
298	0.2652937041
299	0.2650192951
300	0.2647703837
301	0.2644581067
302	0.2639472381
303	0.2636558558
304	0.2634718883
305	0.2631191883
306	0.262789147
307	0.262578798
308	0.2623480771
309	0.2621668861
310	0.2619239536
311	0.2617407913
312	0.2615217333
313	0.2612789419
314	0.2610171381
315	0.2605548729
316	0.2603349032
317	0.2600697602
318	0.2598876514
319	0.2596552086
320	0.2593842822
321	0.2591872538
322	0.2589416256
323	0.2586987662
324	0.2583983188
325	0.2582448412
326	0.2579239458
327	0.2576883174
328	0.2575302941
329	0.2573291977
330	0.2570973913
331	0.2568663606
332	0.2566965737
333	0.2565285499
334	0.2559397331
335	0.2556846633
336	0.2554866455
337	0.2553071492
338	0.2549872366
339	0.2547483732
340	0.2545289551
341	0.2542794605
342	0.2541320424
343	0.2537716173
344	0.2535263188
345	0.2533507828
346	0.2530628646
347	0.2529155672
348	0.2526944464
349	0.2524775614
350	0.2522987226
351	0.2520379834
352	0.2518726254
353	0.2516792816
354	0.2514529897
355	0.2513027163
356	0.2510406794
357	0.2508410715
358	0.2506095224
359	0.2504161244
360	0.250220919
361	0.2500310701
362	0.2498650398
363	0.2494861271
364	0.249304024
365	0.2491195235
366	0.2489223082
367	0.248638769
368	0.2484830267
369	0.2483283534
370	0.2478888362
371	0.247757185
372	0.2475193062
373	0.2474111763
374	0.2471842439
375	0.2469844534
376	0.2467438092
377	0.2466017836
378	0.2464266232
379	0.2462110297
380	0.2460318412
381	0.2458994653
382	0.2457468329
383	0.2456302496
384	0.2454558742
385	0.2452368141
386	0.245024834
387	0.2448653597
388	0.2446568043
389	0.2444408769
390	0.2441463817
391	0.2439313899
392	0.2438234832
393	0.2436276958
394	0.2434026309
395	0.2431424846
396	0.2428567738
397	0.2426151025
398	0.2424101717
399	0.2422726898
400	0.2420855592
401	0.2419839725
402	0.241729759
403	0.241521716
404	0.2412796867
405	0.2410465997
406	0.2408490292
407	0.2406485971
408	0.2404488946
409	0.2400818213
410	0.2397033939
411	0.2395882599
412	0.2393791443
413	0.2391468326
414	0.2389941706
415	0.2387903466
416	0.2385989133
417	0.2384322929
418	0.2382240245
419	0.2380263167
420	0.23773266
421	0.2375003699
422	0.2372898526
423	0.2371211878
424	0.2369346357
425	0.2368264576
426	0.236648032
427	0.2364228665
428	0.2362978396
429	0.2361890526
430	0.2359916036
431	0.2358306899
432	0.2355994691
433	0.2354722023
434	0.2352938048
435	0.2351942849
436	0.2350568896
437	0.23471383
438	0.2345819308
439	0.2344408664
440	0.2342694301
441	0.2340726977
442	0.2339164227
443	0.2337331892
444	0.233552153
445	0.2332997334
446	0.233195609
447	0.2330478774
448	0.2328863805
449	0.2326844667
450	0.232591425
451	0.2324447461
452	0.2322471896
453	0.2320492004
454	0.2318076273
455	0.231658821
456	0.2314622483
457	0.231294523
458	0.2311820723
459	0.2310144393
460	0.2308258679
461	0.2306297238
462	0.2303963113
463	0.230212125
464	0.2301086557
465	0.2299721432
466	0.2298044701
467	0.2296618287
468	0.2294429737
469	0.2292589654
470	0.2289640469
471	0.2287617576
472	0.2285442682
473	0.2283551777
474	0.2281916526
475	0.2277237696
476	0.2275520111
477	0.2274066678
478	0.2272314396
479	0.2270623261
480	0.2269760421
481	0.2268693626
482	0.2267850079
483	0.2266151979
484	0.2263966604
485	0.2262360342
486	0.2261311284
487	0.2259524086
488	0.2258192781
489	0.2256836012
490	0.2254939346
491	0.2253373826
492	0.2251645644
493	0.2249006471
494	0.2248178583
495	0.2246220722
496	0.2244872414
497	0.2243556325
498	0.2242706664
499	0.2240681332
500	0.2239537862
501	0.2237902761
502	0.2236328989
503	0.2234068241
504	0.2233059076
505	0.2231752707
506	0.2230122855
507	0.2229128114
508	0.2227663883
509	0.2225891385
510	0.2224175282
511	0.2222844326
512	0.2222029785
513	0.222004235
514	0.2218925789
515	0.2217563351
516	0.2215827038
517	0.2214067349
518	0.2212623489
519	0.2210666408
520	0.2207110024
521	0.2205501551
522	0.2203754269
523	0.2202975421
524	0.2201876444
525	0.2200532817
526	0.2198822284
527	0.2196764374
528	0.2195088967
529	0.2193691957
530	0.2192598146
531	0.2191093022
532	0.2187616106
533	0.218562045
534	0.2184535226
535	0.2182761062
536	0.2181922311
537	0.2180141856
538	0.2179315043
539	0.2177502979
540	0.2175876399
541	0.2174325061
542	0.2172433247
543	0.2170576562
544	0.2169170961
545	0.2167826047
546	0.2165841705
547	0.2164359213
548	0.2162751793
549	0.2160250699
550	0.2159236946
551	0.2158093152
552	0.2154365601
553	0.2153628644
554	0.2152393299
555	0.2151207248
556	0.2149637115
557	0.2147987058
558	0.2146257519
559	0.214545274
560	0.2144047149
561	0.2142810119
562	0.21411681
563	0.2140447219
564	0.2138595025
565	0.2137571502
566	0.2136274451
567	0.2135349616
568	0.2134605015
569	0.2133386812
570	0.2132602804
571	0.2130885544
572	0.2129467545
573	0.212837316
574	0.2126961595
575	0.2125475096
576	0.2122775183
577	0.2121842915
578	0.212112454
579	0.2119670946
580	0.2116808499
581	0.2116082775
582	0.2113598968
583	0.2112221935
584	0.2110790437
585	0.2109254474
586	0.210830398
587	0.2106687521
588	0.210598526
589	0.2104435924
590	0.2103166281
591	0.2100903947
592	0.2099894091
593	0.2099178252
594	0.2097412685
595	0.2095891721
596	0.2095199654
597	0.2094132352
598	0.2093477351
599	0.2092639946
600	0.2090719625
601	0.2090037359
602	0.2086285062
603	0.2084978364
604	0.2084330752
605	0.2083623419
606	0.2082366594
607	0.2081676472
608	0.2080967167
609	0.2078429041
610	0.2077720893
611	0.2077029052
612	0.2074008127
613	0.2072344968
614	0.2070923485
615	0.2070208269
616	0.2068618437
617	0.2067068156
618	0.2065746904
619	0.2064703435
620	0.2064003593
621	0.2062045523
622	0.2061339738
623	0.2060665978
624	0.2058806458
625	0.2057987083
626	0.205675042
627	0.2055943328
628	0.205525661
629	0.205459234
630	0.2053565567
631	0.2052029199
632	0.2051157861
633	0.2050019606
634	0.2048446509
635	0.2047300639
636	0.2045827927
637	0.2045110624
638	0.2043834245
639	0.2042877342
640	0.2042254224
641	0.2041205732
642	0.2040181243
643	0.2038789601
644	0.2037402288
645	0.2035912144
646	0.203431391
647	0.2033552519
648	0.2032199715
649	0.2030716407
650	0.2029233132
651	0.2028603812
652	0.2027469822
653	0.202681383
654	0.2025725352
655	0.2024427096
656	0.2023004394
657	0.2021772788
658	0.2020176011
659	0.2019441801
660	0.2018259735
661	0.2016897424
662	0.2014651524
663	0.2013987732
664	0.2012389218
665	0.2010787864
666	0.2010052002
667	0.2008865244
668	0.2008223086
669	0.2007000573
670	0.2005865994
671	0.2004403119
672	0.2003178246
673	0.2002332164
674	0.2001065411
675	0.1997236095
676	0.1996114116
677	0.1995481259
678	0.1993733696
679	0.1992866355
680	0.1992246202
681	0.1990876381
682	0.1989576438
683	0.1988065693
684	0.1987458268
685	0.198573923
686	0.1984270026
687	0.1983467585
688	0.1982145693
689	0.1980996093
690	0.1980386442
691	0.1978847381
692	0.1977499853
693	0.1975560693
694	0.1974324236
695	0.197371988
696	0.19727543
697	0.1972149463
698	0.1970828712
699	0.1969659568
700	0.1968261658
701	0.1967150164
702	0.1965384926
703	0.1964161078
704	0.1963540526
705	0.1962738554
706	0.1962165238
707	0.1961173135
708	0.1959609674
709	0.1958302931
710	0.1956131082
711	0.1954967357
712	0.195287044
713	0.1951004643
714	0.195014037
715	0.1948950671
716	0.1946375361
717	0.1945007765
718	0.1943743118
719	0.1941946395
720	0.194132892
721	0.1940724963
722	0.1939546661
723	0.1938657868
724	0.1937483916
725	0.1935693672
726	0.1934637118
727	0.1934027101
728	0.1933175532
729	0.193260371
730	0.1931431883
731	0.1930845724
732	0.1929506286
733	0.1928255572
734	0.1927328819
735	0.1926197447
736	0.1925126119
737	0.1924330544
738	0.1923054145
739	0.1922461083
740	0.192113131
741	0.1919750685
742	0.1918595849
743	0.1917092958
744	0.1916504012
745	0.1915907147
746	0.1914642329
747	0.191320808
748	0.191176772
749	0.1911144467
750	0.1910563316
751	0.1909972363
752	0.1909396
753	0.1908476317
754	0.190712484
755	0.1906480622
756	0.1905890597
757	0.1905150872
758	0.1904558931
759	0.1902917048
760	0.190168151
761	0.1901095794
762	0.1900527204
763	0.1899953092
764	0.1898596076
765	0.1898005656
766	0.1897416419
767	0.1896854821
768	0.1895384581
769	0.1894042546
770	0.189331662
771	0.1892340497
772	0.1891776282
773	0.1890604302
774	0.1890025289
775	0.1889006497
776	0.1888158622
777	0.188691076
778	0.1885542535
779	0.1884996138
780	0.1883470002
781	0.1882609128
782	0.1881308191
783	0.1879384039
784	0.1878507623
785	0.1877262225
786	0.1876158131
787	0.1875589147
788	0.1874408116
789	0.1873264888
790	0.1872708803
791	0.187135587
792	0.187025892
793	0.1869302
794	0.1868098002
795	0.1867563072
796	0.1866243499
797	0.186537207
798	0.1863889488
799	0.1863329912
800	0.1862721324
801	0.1861616058
802	0.1861005373
803	0.185974625
804	0.185757432
805	0.1857041422
806	0.1855465894
807	0.1854611257
808	0.1853839406
809	0.1852615718
810	0.1851875799
811	0.1851319099
812	0.185004813
813	0.1849117658
814	0.1848470235
815	0.1847103949
816	0.1846553132
817	0.1845669559
818	0.184512032
819	0.1844394734
820	0.1843507487
821	0.184243604
822	0.1841845849
823	0.184133548
824	0.1839311886
825	0.1838415217
826	0.183718273
827	0.1836220134
828	0.1835134079
829	0.183413859
830	0.1832845755
831	0.1831862658
832	0.183116594
833	0.1829524936
834	0.1828452703
835	0.1827252614
836	0.1826546656
837	0.1825888807
838	0.1825359736
839	0.1824458402
840	0.1823338731
841	0.1822289197
842	0.1821521577
843	0.1820694499
844	0.1820164328
845	0.181920237
846	0.1817213327
847	0.1816681185
848	0.1815028409
849	0.1814308792
850	0.1813827916
851	0.1812562316
852	0.1812037554
853	0.1811351906
854	0.1810831961
855	0.180924885
856	0.1808250749
857	0.1807504748
858	0.1806535723
859	0.1806030116
860	0.1803149613
861	0.1802082196
862	0.1801332472
863	0.1800812615
864	0.1800146806
865	0.1799206783
866	0.1797824198
867	0.1796934421
868	0.179574207
869	0.1795224717
870	0.179417987
871	0.1793694009
872	0.1792180457
873	0.1790914713
874	0.1789967588
875	0.1788799494
876	0.1787653929
877	0.1787156293
878	0.1786647108
879	0.1785684207
880	0.1784843979
881	0.1783335788
882	0.1782841728
883	0.178162197
884	0.1781034964
885	0.178053161
886	0.1779352869
887	0.1778150469
888	0.1777231409
889	0.1775830706
890	0.1775327352
891	0.1774833208
892	0.1773669116
893	0.1772429772
894	0.1771773079
895	0.1770668042
896	0.1770168911
897	0.1768678134
898	0.1767522786
899	0.1765688431
900	0.1765186119
901	0.1764590558
902	0.1763589614
903	0.1762215133
904	0.1761069465
905	0.1760477501
906	0.1759980428
907	0.1759484395
908	0.1758684971
909	0.1758207078
910	0.1757229848
911	0.1756067574
912	0.1755126107
913	0.1752096126
914	0.1750784844
915	0.1750142848
916	0.1749004686
917	0.1748077124
918	0.1747601037
919	0.1746704493
920	0.1746040336
921	0.1744799803
922	0.1743956111
923	0.1742983588
924	0.1741588982
925	0.1740697494
926	0.1739753348
927	0.1739300411
928	0.1738318803
929	0.1737818854
930	0.1736939366
931	0.173597682
932	0.1735499574
933	0.173384057
934	0.1733016926
935	0.1732064275
936	0.1731557684
937	0.1731062385
938	0.1730066267
939	0.172914155
940	0.1728648307
941	0.1728154809
942	0.172767469
943	0.17271826
944	0.1726689214
945	0.1726213544
946	0.1725736521
947	0.1724614816
948	0.1723597271
949	0.1723007894
950	0.1721855514
951	0.1720716207
952	0.1719970869
953	0.1719489594
954	0.1718349069
955	0.1717305689
956	0.17161702
957	0.1715516849
958	0.1714457271
959	0.1714004753
960	0.1713145602
961	0.1711834204
962	0.1711288737
963	0.1710810981
964	0.1709458995
965	0.170850346
966	0.1707455637
967	0.1706979067
968	0.1706029785
969	0.1705078946
970	0.1703848515
971	0.170313455
972	0.1701502176
973	0.1700828222
974	0.1700363146
975	0.1699486059
976	0.1698673873
977	0.1697684298
978	0.169721049
979	0.1696768735
980	0.1695044448
981	0.1694048343
982	0.1693398247
983	0.169292692
984	0.169218018
985	0.1691189987
986	0.1690657619
987	0.1689859267
988	0.1688997752
989	0.1688533265
990	0.16862762
991	0.1685583948
992	0.1685119661
993	0.1682021884
994	0.1681127747
995	0.168056024
996	0.1679385155
997	0.167817938
998	0.1677020932
999	0.1676568195
